"date","total","a0_30","a30_50","a50_55","a55_60","a60_65","a65_70","a70_75","a75_80","a80_85","a85_90","a90_95","a95","temp_mean","temp_max","covid_cases","covid_deaths","month","year","week"
2018-10-11,2525,21,74,79,99,136,183,194,359,447,474,321,138,15.8,21.8,0,0,"10","2018","41"
2018-10-12,2455,19,64,54,79,133,169,225,366,445,444,337,120,16.3,25.8,0,0,"10","2018","41"
2018-10-13,2433,23,58,55,94,112,160,185,333,518,435,328,132,18.3,26.9,0,0,"10","2018","41"
2018-10-14,2373,30,47,51,98,120,152,195,336,443,416,349,136,17,25.5,0,0,"10","2018","41"
2018-10-15,2474,24,61,68,96,158,167,213,389,438,415,294,151,16.2,24.6,0,0,"10","2018","42"
2018-10-16,2411,20,53,64,111,134,152,202,356,447,423,315,134,16.9,25,0,0,"10","2018","42"
2018-10-17,2443,28,57,67,103,141,176,209,361,426,435,318,122,15.8,23.2,0,0,"10","2018","42"
2018-10-18,2362,15,53,68,102,120,151,166,336,433,457,345,116,14.7,21,0,0,"10","2018","42"
2018-10-19,2383,25,43,50,90,113,157,205,356,452,395,358,139,14.5,19.4,0,0,"10","2018","42"
2018-10-20,2254,20,54,36,107,114,178,176,324,398,404,301,142,13.4,18.1,0,0,"10","2018","42"
2018-10-21,2225,16,54,54,79,108,178,189,305,406,378,339,119,10,16.6,0,0,"10","2018","42"
2018-10-22,2264,12,60,60,83,123,161,173,332,426,402,312,120,8.8,14.9,0,0,"10","2018","43"
2018-10-23,2410,13,57,57,101,128,197,183,360,459,407,305,143,8.2,13.5,0,0,"10","2018","43"
2018-10-24,2415,18,57,71,93,137,152,202,362,447,414,328,134,14.3,17.3,0,0,"10","2018","43"
2018-10-25,2397,23,74,62,83,125,177,195,357,443,414,318,126,13.3,15.7,0,0,"10","2018","43"
2018-10-26,2481,30,63,62,99,137,155,208,348,470,450,323,136,10.8,14,0,0,"10","2018","43"
2018-10-27,2218,22,41,54,75,109,153,158,293,418,443,324,128,7.5,10,0,0,"10","2018","43"
2018-10-28,2423,14,71,54,109,121,162,200,320,476,434,316,146,6.3,7.3,0,0,"10","2018","43"
2018-10-28,2423,14,71,54,109,121,162,200,320,476,434,316,146,6.3,7.3,0,0,"10","2018","43"
2018-10-29,2397,18,73,60,96,141,157,195,354,470,419,274,140,6.4,7.6,0,0,"10","2018","44"
2018-10-29,2397,18,73,60,96,141,157,195,354,470,419,274,140,6.4,7.6,0,0,"10","2018","44"
2018-10-30,2459,19,56,62,114,122,165,196,372,467,434,323,129,6.6,7.7,0,0,"10","2018","44"
2018-10-30,2459,19,56,62,114,122,165,196,372,467,434,323,129,6.6,7.7,0,0,"10","2018","44"
2018-10-31,2408,22,61,60,90,135,165,174,329,478,420,334,140,6.7,10.9,0,0,"10","2018","44"
2018-10-31,2408,22,61,60,90,135,165,174,329,478,420,334,140,6.7,10.9,0,0,"10","2018","44"
2018-11-01,2398,23,52,61,105,104,167,177,369,437,442,338,123,6.8,10.6,0,0,"11","2018","44"
2018-11-01,2398,23,52,61,105,104,167,177,369,437,442,338,123,6.8,10.6,0,0,"11","2018","44"
2018-11-02,2452,16,65,51,114,116,186,189,351,478,399,345,142,9.5,14.1,0,0,"11","2018","44"
2018-11-02,2452,16,65,51,114,116,186,189,351,478,399,345,142,9.5,14.1,0,0,"11","2018","44"
2018-11-03,2430,21,53,45,98,147,188,188,358,468,421,324,119,8.7,12.9,0,0,"11","2018","44"
2018-11-03,2430,21,53,45,98,147,188,188,358,468,421,324,119,8.7,12.9,0,0,"11","2018","44"
2018-11-04,2351,16,50,54,87,110,150,186,324,467,425,335,147,10.6,12.4,0,0,"11","2018","44"
2018-11-04,2351,16,50,54,87,110,150,186,324,467,425,335,147,10.6,12.4,0,0,"11","2018","44"
2018-11-05,2569,12,65,61,101,141,203,191,366,469,455,357,148,11.2,16,0,0,"11","2018","45"
2018-11-05,2569,12,65,61,101,141,203,191,366,469,455,357,148,11.2,16,0,0,"11","2018","45"
2018-11-06,2544,28,61,71,95,128,199,206,335,481,460,332,148,9.6,15,0,0,"11","2018","45"
2018-11-06,2544,28,61,71,95,128,199,206,335,481,460,332,148,9.6,15,0,0,"11","2018","45"
2018-11-07,2459,15,65,53,104,145,170,199,346,450,443,338,131,9.3,16.4,0,0,"11","2018","45"
2018-11-07,2459,15,65,53,104,145,170,199,346,450,443,338,131,9.3,16.4,0,0,"11","2018","45"
2018-11-08,2593,24,59,64,102,139,185,216,375,478,461,349,141,11.6,14.3,0,0,"11","2018","45"
2018-11-08,2593,24,59,64,102,139,185,216,375,478,461,349,141,11.6,14.3,0,0,"11","2018","45"
2018-11-09,2532,25,51,70,102,125,179,172,354,470,435,387,162,10.4,14.8,0,0,"11","2018","45"
2018-11-09,2532,25,51,70,102,125,179,172,354,470,435,387,162,10.4,14.8,0,0,"11","2018","45"
2018-11-10,2423,23,54,52,107,119,164,192,347,472,427,336,130,10.8,14.3,0,0,"11","2018","45"
2018-11-10,2423,23,54,52,107,119,164,192,347,472,427,336,130,10.8,14.3,0,0,"11","2018","45"
2018-11-11,2484,18,59,49,102,128,160,216,352,467,474,324,135,12.9,16.4,0,0,"11","2018","45"
2018-11-11,2484,18,59,49,102,128,160,216,352,467,474,324,135,12.9,16.4,0,0,"11","2018","45"
2018-11-12,2457,22,59,62,102,142,185,198,340,488,428,295,136,13,18.1,0,0,"11","2018","46"
2018-11-12,2457,22,59,62,102,142,185,198,340,488,428,295,136,13,18.1,0,0,"11","2018","46"
2018-11-13,2476,21,66,48,103,131,172,213,384,438,419,347,134,11.3,14.6,0,0,"11","2018","46"
2018-11-13,2476,21,66,48,103,131,172,213,384,438,419,347,134,11.3,14.6,0,0,"11","2018","46"
2018-11-14,2351,17,59,70,94,121,161,187,354,453,427,303,105,5.8,9.2,0,0,"11","2018","46"
2018-11-14,2351,17,59,70,94,121,161,187,354,453,427,303,105,5.8,9.2,0,0,"11","2018","46"
2018-11-15,2355,15,62,54,108,127,185,195,336,414,438,310,111,6.3,7.1,0,0,"11","2018","46"
2018-11-15,2355,15,62,54,108,127,185,195,336,414,438,310,111,6.3,7.1,0,0,"11","2018","46"
2018-11-16,2487,25,70,47,80,128,197,205,352,470,452,332,129,6.7,10.6,0,0,"11","2018","46"
2018-11-16,2487,25,70,47,80,128,197,205,352,470,452,332,129,6.7,10.6,0,0,"11","2018","46"
2018-11-17,2335,26,48,51,95,127,149,186,324,439,439,329,122,5.3,11.2,0,0,"11","2018","46"
2018-11-17,2335,26,48,51,95,127,149,186,324,439,439,329,122,5.3,11.2,0,0,"11","2018","46"
2018-11-18,2381,20,45,55,98,123,180,173,323,442,444,335,143,3.9,8.2,0,0,"11","2018","46"
2018-11-18,2381,20,45,55,98,123,180,173,323,442,444,335,143,3.9,8.2,0,0,"11","2018","46"
2018-11-19,2509,23,58,66,100,139,187,185,358,485,421,346,141,4.1,6.2,0,0,"11","2018","47"
2018-11-19,2509,23,58,66,100,139,187,185,358,485,421,346,141,4.1,6.2,0,0,"11","2018","47"
2018-11-20,2575,26,71,71,88,127,192,192,373,508,460,347,120,3.8,5.4,0,0,"11","2018","47"
2018-11-20,2575,26,71,71,88,127,192,192,373,508,460,347,120,3.8,5.4,0,0,"11","2018","47"
2018-11-21,2535,22,68,61,85,127,178,204,378,488,463,304,157,3,4.7,0,0,"11","2018","47"
2018-11-21,2535,22,68,61,85,127,178,204,378,488,463,304,157,3,4.7,0,0,"11","2018","47"
2018-11-22,2711,28,75,65,105,136,169,208,385,499,520,351,170,2.7,4.9,0,0,"11","2018","47"
2018-11-22,2711,28,75,65,105,136,169,208,385,499,520,351,170,2.7,4.9,0,0,"11","2018","47"
2018-11-23,2572,25,57,63,87,134,182,173,404,501,472,316,158,2.1,6.4,0,0,"11","2018","47"
2018-11-23,2572,25,57,63,87,134,182,173,404,501,472,316,158,2.1,6.4,0,0,"11","2018","47"
2018-11-24,2527,18,57,57,93,129,143,192,378,483,498,337,142,4.2,6.2,0,0,"11","2018","47"
2018-11-24,2527,18,57,57,93,129,143,192,378,483,498,337,142,4.2,6.2,0,0,"11","2018","47"
2018-11-25,2356,22,52,51,99,136,138,192,304,501,427,306,128,6.2,8.6,0,0,"11","2018","47"
2018-11-25,2356,22,52,51,99,136,138,192,304,501,427,306,128,6.2,8.6,0,0,"11","2018","47"
2018-11-26,2534,21,63,60,113,118,173,181,364,528,437,334,142,6.4,8,0,0,"11","2018","48"
2018-11-26,2534,21,63,60,113,118,173,181,364,528,437,334,142,6.4,8,0,0,"11","2018","48"
2018-11-27,2517,16,72,72,90,113,160,202,371,486,442,364,129,3.6,4.4,0,0,"11","2018","48"
2018-11-27,2517,16,72,72,90,113,160,202,371,486,442,364,129,3.6,4.4,0,0,"11","2018","48"
2018-11-28,2518,21,48,74,111,146,177,169,340,505,418,367,142,3.4,6,0,0,"11","2018","48"
2018-11-28,2518,21,48,74,111,146,177,169,340,505,418,367,142,3.4,6,0,0,"11","2018","48"
2018-11-29,2690,16,69,56,85,143,190,236,378,503,486,360,168,4,5.8,0,0,"11","2018","48"
2018-11-29,2690,16,69,56,85,143,190,236,378,503,486,360,168,4,5.8,0,0,"11","2018","48"
2018-11-30,2641,11,77,61,108,163,172,188,388,523,459,358,133,4.5,5.9,0,0,"11","2018","48"
2018-11-30,2641,11,77,61,108,163,172,188,388,523,459,358,133,4.5,5.9,0,0,"11","2018","48"
2018-12-01,2583,17,49,58,101,148,175,193,367,513,443,374,145,6.9,10,0,0,"12","2018","48"
2018-12-01,2583,17,49,58,101,148,175,193,367,513,443,374,145,6.9,10,0,0,"12","2018","48"
2018-12-02,2608,21,48,63,94,117,149,208,400,498,483,388,139,9.8,12.6,0,0,"12","2018","48"
2018-12-02,2608,21,48,63,94,117,149,208,400,498,483,388,139,9.8,12.6,0,0,"12","2018","48"
2018-12-03,2718,17,66,73,114,130,187,206,373,545,502,359,146,11.4,13.2,0,0,"12","2018","49"
2018-12-03,2718,17,66,73,114,130,187,206,373,545,502,359,146,11.4,13.2,0,0,"12","2018","49"
2018-12-04,2594,14,69,64,101,146,182,207,355,486,477,352,141,6.8,11,0,0,"12","2018","49"
2018-12-04,2594,14,69,64,101,146,182,207,355,486,477,352,141,6.8,11,0,0,"12","2018","49"
2018-12-05,2558,24,63,67,83,123,164,220,365,483,436,388,142,3.5,5.9,0,0,"12","2018","49"
2018-12-05,2558,24,63,67,83,123,164,220,365,483,436,388,142,3.5,5.9,0,0,"12","2018","49"
2018-12-06,2605,21,58,44,98,126,180,208,379,507,507,349,128,8,11.8,0,0,"12","2018","49"
2018-12-06,2605,21,58,44,98,126,180,208,379,507,507,349,128,8,11.8,0,0,"12","2018","49"
2018-12-07,2761,23,66,58,103,159,183,223,375,513,472,423,163,11,12.5,0,0,"12","2018","49"
2018-12-07,2761,23,66,58,103,159,183,223,375,513,472,423,163,11,12.5,0,0,"12","2018","49"
2018-12-08,2511,14,63,48,78,145,170,199,361,485,450,343,155,7.9,9.4,0,0,"12","2018","49"
2018-12-08,2511,14,63,48,78,145,170,199,361,485,450,343,155,7.9,9.4,0,0,"12","2018","49"
2018-12-09,2595,16,60,56,89,112,178,199,383,500,499,342,161,7.9,9.5,0,0,"12","2018","49"
2018-12-09,2595,16,60,56,89,112,178,199,383,500,499,342,161,7.9,9.5,0,0,"12","2018","49"
2018-12-10,2522,20,66,67,107,132,163,171,350,490,436,361,159,4.8,7.1,0,0,"12","2018","50"
2018-12-10,2522,20,66,67,107,132,163,171,350,490,436,361,159,4.8,7.1,0,0,"12","2018","50"
2018-12-11,2622,20,76,62,90,124,178,234,383,500,461,349,145,4,6,0,0,"12","2018","50"
2018-12-11,2622,20,76,62,90,124,178,234,383,500,461,349,145,4,6,0,0,"12","2018","50"
2018-12-12,2611,18,57,49,98,132,208,189,392,503,458,362,145,3.5,5.4,0,0,"12","2018","50"
2018-12-12,2611,18,57,49,98,132,208,189,392,503,458,362,145,3.5,5.4,0,0,"12","2018","50"
2018-12-13,2587,21,43,51,109,133,168,218,371,498,477,368,130,1.4,3,0,0,"12","2018","50"
2018-12-13,2587,21,43,51,109,133,168,218,371,498,477,368,130,1.4,3,0,0,"12","2018","50"
2018-12-14,2599,21,69,49,102,125,199,215,379,483,476,337,144,0.9,1.3,0,0,"12","2018","50"
2018-12-14,2599,21,69,49,102,125,199,215,379,483,476,337,144,0.9,1.3,0,0,"12","2018","50"
2018-12-15,2508,18,60,53,96,130,181,197,357,489,444,340,143,0.2,1.3,0,0,"12","2018","50"
2018-12-15,2508,18,60,53,96,130,181,197,357,489,444,340,143,0.2,1.3,0,0,"12","2018","50"
2018-12-16,2494,18,58,57,90,139,172,233,337,479,409,362,140,-0.9,0.4,0,0,"12","2018","50"
2018-12-16,2494,18,58,57,90,139,172,233,337,479,409,362,140,-0.9,0.4,0,0,"12","2018","50"
2018-12-17,2678,17,52,59,90,135,200,233,411,500,444,390,147,2.3,4.3,0,0,"12","2018","51"
2018-12-17,2678,17,52,59,90,135,200,233,411,500,444,390,147,2.3,4.3,0,0,"12","2018","51"
2018-12-18,2610,26,46,59,95,126,166,208,341,518,476,368,181,3.7,7.1,0,0,"12","2018","51"
2018-12-18,2610,26,46,59,95,126,166,208,341,518,476,368,181,3.7,7.1,0,0,"12","2018","51"
2018-12-19,2744,32,80,58,118,152,191,210,375,514,460,388,166,3.1,5.2,0,0,"12","2018","51"
2018-12-19,2744,32,80,58,118,152,191,210,375,514,460,388,166,3.1,5.2,0,0,"12","2018","51"
2018-12-20,2777,24,74,75,107,140,189,219,380,557,511,359,142,6,7.5,0,0,"12","2018","51"
2018-12-20,2777,24,74,75,107,140,189,219,380,557,511,359,142,6,7.5,0,0,"12","2018","51"
2018-12-21,2836,25,67,61,103,155,196,213,407,557,495,383,174,9.2,12.1,0,0,"12","2018","51"
2018-12-21,2836,25,67,61,103,155,196,213,407,557,495,383,174,9.2,12.1,0,0,"12","2018","51"
2018-12-22,2791,30,56,50,103,138,182,218,386,551,531,373,173,10.9,13,0,0,"12","2018","51"
2018-12-22,2791,30,56,50,103,138,182,218,386,551,531,373,173,10.9,13,0,0,"12","2018","51"
2018-12-23,2554,14,52,51,93,135,163,207,334,483,478,368,176,8.4,13,0,0,"12","2018","51"
2018-12-23,2554,14,52,51,93,135,163,207,334,483,478,368,176,8.4,13,0,0,"12","2018","51"
2018-12-24,2623,17,44,61,97,138,163,200,386,554,468,360,135,5,11.8,0,0,"12","2018","52"
2018-12-24,2623,17,44,61,97,138,163,200,386,554,468,360,135,5,11.8,0,0,"12","2018","52"
2018-12-25,2448,17,54,50,85,117,158,181,364,483,427,365,147,-0.3,2.5,0,0,"12","2018","52"
2018-12-25,2448,17,54,50,85,117,158,181,364,483,427,365,147,-0.3,2.5,0,0,"12","2018","52"
2018-12-26,2537,19,39,64,89,139,150,197,378,467,470,366,159,-2.1,-1.1,0,0,"12","2018","52"
2018-12-26,2537,19,39,64,89,139,150,197,378,467,470,366,159,-2.1,-1.1,0,0,"12","2018","52"
2018-12-27,2616,22,57,66,96,132,184,179,368,502,437,410,163,-1.4,-0.4,0,0,"12","2018","52"
2018-12-27,2616,22,57,66,96,132,184,179,368,502,437,410,163,-1.4,-0.4,0,0,"12","2018","52"
2018-12-28,2704,26,78,65,70,148,182,210,374,490,506,393,162,-0.5,0.3,0,0,"12","2018","52"
2018-12-28,2704,26,78,65,70,148,182,210,374,490,506,393,162,-0.5,0.3,0,0,"12","2018","52"
2018-12-29,2573,20,55,49,99,134,188,190,323,500,476,393,146,1.3,4.6,0,0,"12","2018","52"
2018-12-29,2573,20,55,49,99,134,188,190,323,500,476,393,146,1.3,4.6,0,0,"12","2018","52"
2018-12-30,2453,13,60,59,114,127,158,182,331,456,454,344,155,7.2,8.3,0,0,"12","2018","52"
2018-12-30,2453,13,60,59,114,127,158,182,331,456,454,344,155,7.2,8.3,0,0,"12","2018","52"
2018-12-31,2579,19,45,62,101,149,173,204,345,485,474,372,150,6.8,9,0,0,"12","2018","53"
2018-12-31,2579,19,45,62,101,149,173,204,345,485,474,372,150,6.8,9,0,0,"12","2018","53"
2019-01-01,2631,21,60,57,89,133,169,197,371,508,483,382,161,6.7,8,0,0,"1","2019","1"
2019-01-02,2632,28,68,64,92,152,184,204,367,514,457,363,139,3.6,6.1,0,0,"1","2019","1"
2019-01-03,2607,28,66,70,95,139,190,195,331,510,450,386,147,0.9,4,0,0,"1","2019","1"
2019-01-04,2765,23,69,71,100,148,198,212,386,492,496,407,163,1.5,4.4,0,0,"1","2019","1"
2019-01-05,2802,23,58,68,95,136,190,217,395,539,511,412,158,5.8,8.3,0,0,"1","2019","1"
2019-01-06,2612,27,61,58,87,123,181,206,340,471,498,398,162,6.5,7.3,0,0,"1","2019","1"
2019-01-07,2738,29,81,66,100,154,198,198,353,550,465,369,175,5.4,7,0,0,"1","2019","1"
2019-01-08,2815,29,66,80,104,162,200,214,408,510,497,378,167,5.7,6.7,0,0,"1","2019","2"
2019-01-09,2747,30,63,72,100,124,194,206,379,530,519,379,151,3.6,5.3,0,0,"1","2019","2"
2019-01-10,2740,20,69,60,86,160,174,221,367,514,533,375,161,1.5,3.1,0,0,"1","2019","2"
2019-01-11,2783,26,55,62,111,134,211,202,367,542,502,422,149,0.2,2.1,0,0,"1","2019","2"
2019-01-12,2660,23,61,57,94,150,183,213,366,540,477,338,158,4.3,5.7,0,0,"1","2019","2"
2019-01-13,2609,23,56,64,98,123,184,220,349,470,490,366,166,7.5,9.9,0,0,"1","2019","2"
2019-01-14,2783,20,69,80,94,142,182,203,383,540,504,397,169,4.9,7.8,0,0,"1","2019","2"
2019-01-15,2781,27,59,70,95,137,170,235,387,541,504,392,164,4.6,6.7,0,0,"1","2019","3"
2019-01-16,2763,23,57,69,93,144,193,214,403,506,519,380,162,4.9,6.1,0,0,"1","2019","3"
2019-01-17,2766,27,70,59,111,143,192,217,384,526,507,372,158,5,8.1,0,0,"1","2019","3"
2019-01-18,2762,21,69,80,95,133,186,187,379,535,550,381,146,1.1,4.5,0,0,"1","2019","3"
2019-01-19,2593,26,71,56,100,134,169,177,370,460,497,395,138,-1.7,2.6,0,0,"1","2019","3"
2019-01-20,2598,27,68,62,99,110,191,205,373,486,448,376,153,-3.2,0.7,0,0,"1","2019","3"
2019-01-21,2689,25,66,60,123,131,188,205,347,513,484,379,168,-4,0.9,0,0,"1","2019","3"
2019-01-22,2735,29,65,62,81,146,194,235,363,547,472,374,167,-5.1,-1.5,0,0,"1","2019","4"
2019-01-23,2858,14,65,69,130,155,182,220,412,528,530,392,161,-1.9,-1.4,0,0,"1","2019","4"
2019-01-24,2836,24,64,54,104,150,194,230,412,515,552,380,157,-2.8,-1.6,0,0,"1","2019","4"
2019-01-25,2820,24,57,66,106,147,179,219,397,515,501,415,194,-1.5,1.4,0,0,"1","2019","4"
2019-01-26,2786,21,59,62,113,140,196,221,343,548,495,401,187,2.9,4.7,0,0,"1","2019","4"
2019-01-27,2734,20,48,57,96,126,181,195,391,533,520,387,180,5.2,7.6,0,0,"1","2019","4"
2019-01-28,2900,26,66,69,109,148,197,231,425,528,534,395,172,2.9,4.2,0,0,"1","2019","4"
2019-01-29,2741,26,64,52,92,156,173,198,392,526,496,417,149,1.2,4.2,0,0,"1","2019","5"
2019-01-30,2724,19,59,60,106,148,185,207,353,549,500,381,157,0.3,3,0,0,"1","2019","5"
2019-01-31,2781,27,83,47,106,160,179,206,424,490,528,354,177,-0.6,1.5,0,0,"1","2019","5"
2019-02-01,3001,25,69,69,122,153,218,221,426,568,541,436,153,1.9,3.8,0,0,"2","2019","5"
2019-02-02,2874,36,66,57,114,127,189,213,406,573,503,405,185,3.3,4.4,0,0,"2","2019","5"
2019-02-03,2753,23,58,61,105,139,202,194,374,558,517,371,151,3.1,4.2,0,0,"2","2019","5"
2019-02-04,2793,34,69,73,105,155,185,233,364,547,490,389,149,0.4,5.6,0,0,"2","2019","5"
2019-02-05,2883,33,64,75,95,152,217,237,387,542,526,379,176,1.6,4.6,0,0,"2","2019","6"
2019-02-06,2885,34,76,56,112,150,203,243,407,544,475,416,169,-0.1,6.6,0,0,"2","2019","6"
2019-02-07,2872,20,68,63,126,130,192,219,383,575,543,381,172,1,4.1,0,0,"2","2019","6"
2019-02-08,2843,23,80,73,94,154,160,227,407,512,547,408,158,6.3,9,0,0,"2","2019","6"
2019-02-09,2836,23,64,65,111,137,215,219,375,551,512,404,160,7.8,10.1,0,0,"2","2019","6"
2019-02-10,2793,15,60,61,92,143,183,213,373,538,556,404,155,7.6,10.2,0,0,"2","2019","6"
2019-02-11,2846,24,76,63,114,149,205,214,388,570,528,374,141,5.1,7.6,0,0,"2","2019","6"
2019-02-12,2853,30,66,68,111,157,182,242,401,554,505,395,142,2.7,6.7,0,0,"2","2019","7"
2019-02-13,2893,25,71,55,100,125,221,247,398,589,514,389,159,1.2,8,0,0,"2","2019","7"
2019-02-14,2903,31,62,66,107,157,197,226,401,561,501,426,168,1.6,10.3,0,0,"2","2019","7"
2019-02-15,2972,24,61,68,110,154,214,231,465,566,530,388,161,6,13.9,0,0,"2","2019","7"
2019-02-16,2842,27,61,64,103,124,186,255,382,569,502,393,176,4,12.7,0,0,"2","2019","7"
2019-02-17,2816,26,63,50,99,163,190,189,422,516,540,407,151,3.6,14.7,0,0,"2","2019","7"
2019-02-18,2983,21,73,75,118,157,202,229,434,541,543,414,176,3.8,14.1,0,0,"2","2019","7"
2019-02-19,2877,36,69,56,82,144,197,226,408,547,524,403,185,4.3,11.2,0,0,"2","2019","8"
2019-02-20,2999,25,74,81,96,129,206,221,392,599,573,435,168,3.8,11.4,0,0,"2","2019","8"
2019-02-21,2963,22,62,56,102,140,222,243,421,533,565,411,186,5.9,12.1,0,0,"2","2019","8"
2019-02-22,2981,25,71,77,109,134,196,227,390,590,569,414,179,9.8,13.5,0,0,"2","2019","8"
2019-02-23,2782,24,51,62,112,129,176,222,369,566,518,401,152,4.7,9.3,0,0,"2","2019","8"
2019-02-24,2736,20,57,64,92,144,195,215,375,482,511,423,158,4.8,12.4,0,0,"2","2019","8"
2019-02-25,2961,19,63,74,98,162,232,240,397,563,522,420,171,6.8,16.3,0,0,"2","2019","8"
2019-02-26,2969,24,52,77,121,162,229,239,412,550,531,416,156,8.3,18.9,0,0,"2","2019","9"
2019-02-27,2938,33,65,63,116,146,198,211,384,561,546,432,183,7.5,19.1,0,0,"2","2019","9"
2019-02-28,2977,22,69,71,87,135,189,244,407,602,535,447,169,8.6,18.9,0,0,"2","2019","9"
2019-03-01,3090,23,73,62,117,172,226,234,416,618,567,416,166,8.8,11.3,0,0,"3","2019","9"
2019-03-02,2948,22,80,79,104,146,181,223,426,551,561,411,164,8.5,11.8,0,0,"3","2019","9"
2019-03-03,2854,24,62,76,93,143,203,205,394,561,512,384,197,10.7,12.1,0,0,"3","2019","9"
2019-03-04,2901,23,63,76,86,152,207,206,397,558,570,430,133,9.6,13,0,0,"3","2019","9"
2019-03-05,2977,23,69,74,113,159,178,206,407,597,554,424,173,6.1,9.3,0,0,"3","2019","10"
2019-03-06,2990,22,62,66,112,155,213,227,418,605,518,409,183,9.4,16,0,0,"3","2019","10"
2019-03-07,3037,20,77,69,104,153,188,240,395,598,579,432,182,10.3,13.2,0,0,"3","2019","10"
2019-03-08,2975,24,60,73,115,160,185,239,420,577,552,411,159,7.9,10.6,0,0,"3","2019","10"
2019-03-09,2796,22,73,54,84,148,182,218,413,556,482,389,175,10.3,12.9,0,0,"3","2019","10"
2019-03-10,2710,34,65,58,102,154,162,192,394,485,519,399,146,10.1,16.1,0,0,"3","2019","10"
2019-03-11,2738,19,62,49,115,152,195,209,414,490,518,362,153,5.9,8.3,0,0,"3","2019","10"
2019-03-12,2849,23,63,64,90,126,195,237,384,565,544,399,159,6.8,10.9,0,0,"3","2019","11"
2019-03-13,2874,23,60,65,107,146,203,212,435,539,526,402,156,6.5,9,0,0,"3","2019","11"
2019-03-14,2854,24,73,75,109,138,190,228,369,552,532,416,148,6.2,8.4,0,0,"3","2019","11"
2019-03-15,2867,30,60,54,106,157,172,217,407,552,529,424,159,10.2,14.3,0,0,"3","2019","11"
2019-03-16,2854,29,61,60,94,132,185,223,384,561,522,434,169,10.4,12.3,0,0,"3","2019","11"
2019-03-17,2702,32,53,50,104,150,190,214,370,515,474,372,178,7.9,10.3,0,0,"3","2019","11"
2019-03-18,2692,23,71,66,115,128,205,200,421,487,499,337,140,4.5,9.8,0,0,"3","2019","11"
2019-03-19,2652,24,48,73,104,137,178,192,357,500,491,379,169,3.9,10.6,0,0,"3","2019","12"
2019-03-20,2740,25,60,66,110,124,180,219,381,524,489,404,158,5.2,13.7,0,0,"3","2019","12"
2019-03-21,2765,26,71,76,98,161,174,220,355,544,492,387,161,8.4,16.1,0,0,"3","2019","12"
2019-03-22,2800,19,48,66,106,138,190,245,369,544,513,409,153,11,18.9,0,0,"3","2019","12"
2019-03-23,2728,19,55,62,109,133,181,207,359,491,526,407,179,9,17.8,0,0,"3","2019","12"
2019-03-24,2599,17,50,54,78,145,165,189,350,497,485,399,170,9.2,14.3,0,0,"3","2019","12"
2019-03-25,2597,26,58,75,109,156,192,193,355,473,475,342,143,5.2,9.5,0,0,"3","2019","12"
2019-03-26,2646,31,68,52,81,145,163,188,354,529,511,372,152,5.8,9.7,0,0,"3","2019","13"
2019-03-27,2670,26,61,50,88,114,183,212,387,534,493,362,160,6.1,11.5,0,0,"3","2019","13"
2019-03-28,2664,21,66,41,92,131,198,226,379,510,455,388,157,8.3,15.4,0,0,"3","2019","13"
2019-03-29,2795,33,67,63,95,162,193,208,372,554,460,417,171,11.8,17,0,0,"3","2019","13"
2019-03-30,2676,30,60,66,92,134,193,219,389,508,434,404,147,11.9,20.2,0,0,"3","2019","13"
2019-03-31,2453,21,61,52,92,119,161,198,349,477,425,371,127,11,19.2,0,0,"3","2019","13"
2019-04-01,2654,15,68,64,102,135,178,207,382,484,498,372,149,11.1,17.4,0,0,"4","2019","13"
2019-04-02,2686,25,69,52,105,138,203,186,395,522,463,379,149,12.7,20.4,0,0,"4","2019","14"
2019-04-03,2739,20,76,67,119,157,175,229,353,510,521,371,141,8.3,11.6,0,0,"4","2019","14"
2019-04-04,2771,22,47,64,97,128,196,217,443,518,508,372,159,5.4,6.5,0,0,"4","2019","14"
2019-04-05,2680,25,49,55,112,136,198,218,367,511,497,360,152,6.8,8.7,0,0,"4","2019","14"
2019-04-06,2632,24,57,58,97,126,180,188,379,547,447,377,152,11.2,17.1,0,0,"4","2019","14"
2019-04-07,2446,26,60,51,82,135,161,181,343,473,460,319,155,13.8,19.8,0,0,"4","2019","14"
2019-04-08,2651,28,63,64,87,146,180,226,360,521,464,384,128,12.4,16.5,0,0,"4","2019","14"
2019-04-09,2540,22,70,50,97,139,160,215,366,484,438,356,143,11.3,17.4,0,0,"4","2019","15"
2019-04-10,2615,19,65,50,105,127,174,209,378,501,483,366,138,10,14.9,0,0,"4","2019","15"
2019-04-11,2537,26,65,60,101,138,160,163,370,488,469,344,153,7.2,11.6,0,0,"4","2019","15"
2019-04-12,2500,17,61,62,79,104,181,202,346,518,457,331,142,4.9,8.1,0,0,"4","2019","15"
2019-04-13,2531,18,71,55,103,145,176,189,315,497,466,333,163,4.3,7.7,0,0,"4","2019","15"
2019-04-14,2420,28,58,59,77,106,166,183,345,457,448,357,136,6.4,11.6,0,0,"4","2019","15"
2019-04-15,2667,20,69,69,103,133,210,207,403,495,447,373,138,11.1,18.4,0,0,"4","2019","15"
2019-04-16,2579,30,60,75,100,134,187,207,358,504,425,358,141,12.7,19.2,0,0,"4","2019","16"
2019-04-17,2597,25,55,63,83,137,165,201,342,517,490,382,137,13.7,18.5,0,0,"4","2019","16"
